,WEO Country Code,ISO,WEO Subject Code,Country,Units,Scale,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
122,612,DZA,GGXCNL,Algeria,U.S. dollars,Billions,5.020451967144247,2.0424708535308342,0.7304227652827243,3.4947439082253373,4.451619180769828,14.875930523078964,18.377842289268997,8.484411780261496,14.27686089216082,-7.945403495853039,-0.05949493923354062,-0.19185238888988998,-8.920858197415924,-0.6612766535488901,-11.491827492491979,-23.007818374460957,-19.600395993115686,-10.340002961577811,-7.135703366768283,-8.287208602693951,-9.353849804855459,-17.41254291522021,-15.303075672440064,-15.464478839196449,-16.046446038768366
128,612,DZA,GGXWDN,Algeria,U.S. dollars,Billions,32.524248779517116,26.436893261999508,28.357687661609013,21.909172856387197,19.86955380608918,2.121168370097371,-14.270579029854124,-26.84328155312534,-52.69156478723369,-54.23591550346151,-52.1264916543283,-57.14131953880068,-58.405898616254376,-48.79275248807943,-34.29822124399073,-11.478300861402188,20.013941189010527,33.59598645995996,40.6432593372013,44.87809623097702,61.09568549976847,77.65753436790976,92.34830405230083,105.76511601885709,118.80146403709823
163,614,AGO,GGR,Angola,U.S. dollars,Billions,4.384107089880295,5.293179582223426,7.297999396209538,12.458172029729853,20.966410538843068,27.699142059868088,42.880178640294424,26.090664565904177,35.85709120902664,50.84552511489447,52.93716959169567,50.23520068965517,44.786634306674316,28.042068484597806,17.719890382650423,21.37393607629546,23.175058468540765,17.899351550770334,11.374943310984174,13.744012011594533,13.999283553711896,14.414012975249886,15.03755448356297,15.793689430970254,16.388972475841832
165,614,AGO,GGX,Angola,U.S. dollars,Billions,4.772744137604544,6.127653770674371,7.019251791804104,9.807207856067775,16.030619643400097,24.88491621424034,46.62999357402515,31.643154514517672,33.012235036648,41.811572535411116,47.64711878657991,50.65045925729443,53.12192231982161,31.431780969427873,22.290875047508784,29.072427322098005,20.85718086906448,17.243642827251264,12.429111698521233,12.938413100529852,12.764336461034484,13.294130825446429,13.795888726631016,14.492871220357118,14.974246616713922
167,614,AGO,GGXCNL,Angola,U.S. dollars,Billions,-0.3886370477242499,-0.8344741884509458,0.2787476044054341,2.6510100668766583,4.935753567186728,2.8142258456277442,-3.749761623879518,-5.55241431363338,2.8448888143449786,9.033973870910604,5.290124128196843,-0.41531037135278515,-8.335237149762703,-3.3896625099549897,-4.571009106339318,-7.698491245802545,2.317877599476286,0.6557005004350012,-1.0541822224487172,0.8055947220006136,1.2349521646932353,1.1198809323152803,1.2416657569319514,1.300818210613136,1.4147258591279122
173,614,AGO,GGXWDN,Angola,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,311,ATG,GGR,Antigua and Barbuda,U.S. dollars,Billions,0.14417235106866758,0.14970735930735932,0.13709222714458316,0.15700289855072466,0.16036523687580026,0.18511719853148828,0.1973326116373478,0.25294765506807865,0.2804879071267333,0.28820442708333327,0.22555555555555554,0.25582163009404385,0.23155008891523413,0.2396893876420061,0.2237556071152359,0.25182643794147325,0.322185048454084,0.3522536215734344,0.30452558635394456,0.3181652759084791,0.31444444444444447,0.2782329124945581,0.3189274486094317,0.34066945606694565,0.3852688756110809
210,311,ATG,GGX,Antigua and Barbuda,U.S. dollars,Billions,0.16974533879035927,0.1900987012987013,0.2123076923076923,0.2362449275362319,0.2299926376440461,0.22510251341428975,0.24620297699594051,0.33923872919818454,0.3545930345049984,0.3615520833333333,0.44481481481481483,0.25915360501567397,0.2715619442797866,0.25302604599612083,0.274508120649652,0.2873784056508577,0.3569958467928011,0.3541056385112547,0.3463885927505331,0.3689087483176312,0.38185185185185183,0.35751632564214186,0.3985667069729948,0.4125062761506277,0.4360206409560021
212,311,ATG,GGXCNL,Antigua and Barbuda,U.S. dollars,Billions,-0.02557298772169168,-0.04076190476190476,-0.07521546516310915,-0.07924202898550725,-0.06925704225352113,-0.039985314882801465,-0.049240595399188104,-0.0862910741301059,-0.07410512737826509,-0.07334765624999999,-0.21925925925925924,-0.003331974921630094,-0.03964137522228808,-0.013336658354114711,-0.050752513534416094,-0.03592230070635721,-0.03481079833871712,-0.002222420325384444,-0.041863006396588485,-0.050743472409152085,-0.06703703703703705,-0.0789129299085764,-0.07926884320838372,-0.07183682008368202,-0.050751765344921235
218,311,ATG,GGXWDN,Antigua and Barbuda,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,213,ARG,GGR,Argentina,U.S. dollars,Billions,22.42750119890353,33.50835233123639,44.52017398761119,55.330653926439126,65.83106645025032,87.26190953309995,113.11430802853042,109.40619097144871,135.76314290434007,169.67073714238512,195.94697729035488,210.0339908222357,195.01350387522413,227.21252278357082,194.13224822560574,221.669432396862,175.72692252893546,150.48915073680777,127.22274212580267,0.0,0.0,0.0,0.0,0.0,0.0
255,213,ARG,GGX,Argentina,U.S. dollars,Billions,24.575390241669197,31.371677222026594,37.978328684950995,48.673488465988484,61.988158468174504,85.08239205221966,111.8345562649502,115.53021111200147,141.68146849168332,184.15817318060414,213.44148971041471,229.93052532770264,218.98047505945505,265.7635349071544,231.18393067222806,264.7649097664872,204.26214075221145,170.34622591427808,161.65992470640055,0.0,0.0,0.0,0.0,0.0,0.0
257,213,ARG,GGXCNL,Argentina,U.S. dollars,Billions,-2.148210823895664,2.1366751092097878,6.541845302660194,6.6568233831956025,3.842907982075809,2.1795174808802873,1.2794355412516853,-6.124020140552755,-5.918325587343235,-14.48719389083166,-17.4947321644787,-19.89616926389731,-23.967217352792805,-38.55144370502359,-37.051479445951465,-43.09577936170233,-28.535111521641074,-19.85711662408934,-34.43718258059788,0.0,0.0,0.0,0.0,0.0,0.0
263,213,ARG,GGXWDN,Argentina,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,911,ARM,GGR,Armenia,U.S. dollars,Billions,0.39783748045828526,0.42713001341835727,0.5528878319662465,0.8768454397916964,1.1523160978695048,1.849066352309099,2.388310587041755,1.804580622284468,1.965075192185423,2.2403163779298296,2.2216430616951754,2.469296329385114,2.5597815943652753,2.2682663557794682,2.258488016276945,2.4485260518034897,2.7779064157791873,3.258463543323748,2.986406988327453,2.8662040895301564,3.2376660841450318,3.5722691240170175,3.897351443845564,4.231362184893781,4.594608476250058
300,911,ARM,GGX,Armenia,U.S. dollars,Billions,0.0,0.0,0.0,0.9736840579968612,1.2768288413102977,2.0639572073616823,2.59315701622373,2.469306589849283,2.426169776313508,2.531882602998981,2.3802264270613107,2.6464261640515927,2.7853151307927924,2.7786932407809455,2.852460021036885,3.0000912482545568,2.9961114833871805,3.3915712243664595,3.84382795039895,3.5234705213164075,3.5726432101064836,3.802877207844973,4.1219778320881435,4.437292478582722,4.785490026937454
302,911,ARM,GGXCNL,Armenia,U.S. dollars,Billions,0.0,0.0,0.0,-0.09683861820516479,-0.12451274344079301,-0.21489085505258343,-0.2048464291819754,-0.6647259675648146,-0.4610945841280851,-0.29156622506915125,-0.15858585431481836,-0.17714448156570756,-0.2255455584710363,-0.5104331620281425,-0.5939844919079034,-0.5515734825653384,-0.21821334942097778,-0.1331035181754384,-0.8574129804940054,-0.6572759515920478,-0.3349733558193475,-0.23061181746486664,-0.22462267233872077,-0.20591914625333912,-0.19087411905217389
308,911,ARM,GGXWDN,Armenia,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,314,ABW,GGR,Aruba,U.S. dollars,Billions,0.41675740318906607,0.4111462148127904,0.42183473736372645,0.5525662878787878,0.4670707984618865,0.5078869184226997,0.5502760856749852,0.5777370378472981,0.7626844262295082,0.61955569673867,0.6614313180944243,0.548058160966619,0.5703785028022417,0.6385197963800905,0.6246231042875866,0.7077803071364046,0.7060935101186322,0.6793500501504514,0.7247160718345079,0.7934299935078986,0.5983149516770893,0.5580538277511962,0.640792094615624,0.7743409395973154,0.8624965437788019
345,314,ABW,GGX,Aruba,U.S. dollars,Billions,0.4050256264236902,0.4267876468980596,0.48385282457879086,0.5140151515151514,0.6592626102691699,0.5777283538493636,0.6134042051483591,0.6056740319404944,0.721337431693989,0.6865950868276154,0.746903439436018,0.7173360638951465,0.8044515612489991,0.8033171191553544,0.832458341134619,0.7519118337850045,0.749665736217725,0.7732076228686058,0.7872975676290067,0.7822549231768015,1.0167443623270798,1.0367846889952155,0.8430298786181138,0.8670830723340791,0.8993649193548388
347,314,ABW,GGXCNL,Aruba,U.S. dollars,Billions,0.012290432801822323,-0.015641432085269198,-0.062018087215064424,0.038551136363636364,-0.19219181180728342,-0.06984143542666388,-0.0625694635488308,-0.02793699409319624,0.04190573770491803,-0.06703939008894536,-0.08547212134159368,-0.1698365758754864,-0.23407305844675738,-0.16479732277526393,-0.2083939337202771,-0.043572899728997284,-0.04357222609909281,-0.09329889669007022,-0.06258149579449876,0.011175070331097164,-0.4184294106499905,-0.47928947368421054,-0.20223778400248987,-0.09274213273676361,-0.036868375576036866
353,314,ABW,GGXWDN,Aruba,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,193,AUS,GGR,Australia,U.S. dollars,Billions,149.38409438648017,194.59489156766242,238.1992242166348,267.2266753710959,284.4601662864361,339.9315775579893,359.0006636496965,332.18284830875007,399.4058481031254,481.6639277165945,518.9182363703567,511.42579460817757,494.2546060179995,426.6222119313472,441.5903035899966,485.61547702765534,506.48204828980204,479.5099729633831,476.2056461146975,537.2057424713246,552.5921817462907,584.5945850181819,618.8187968319473,650.7454999193691,682.2077172516521
390,193,AUS,GGX,Australia,U.S. dollars,Billions,148.56501199437187,188.9088211181745,229.48328901796992,254.6561101305404,270.58196593545404,325.9234542277818,370.62972174730373,377.8498691804369,463.58769969517795,550.2551171059362,574.0103715447369,554.1354818136014,536.7895345712888,461.0344880540251,472.2325751044218,509.41456434470695,524.0259138952931,532.7781956531517,611.4433878597949,706.0591941632181,668.0353765729812,670.7455880727273,689.2918496145423,709.6530524906871,735.9183856939958
392,193,AUS,GGXCNL,Australia,U.S. dollars,Billions,0.8196262715187488,5.68672229752749,8.715935198664877,12.570565240555462,13.878200350982077,14.008123330207539,-11.629913364070234,-45.6670208716868,-64.18277108964708,-68.59118938934161,-55.09213517438023,-42.709687205423705,-42.53583124701918,-34.412276122677845,-30.642271514425193,-23.799854089630895,-17.543865605491163,-53.26891811553281,-135.2370513198194,-168.85345169189353,-115.44319482669044,-86.15178453333334,-70.47305278259513,-58.90755257131799,-53.71066844234374
398,193,AUS,GGXWDN,Australia,U.S. dollars,Billions,11.73474215944826,4.0733983995012935,-8.081004399945268,-27.999431212116484,-49.394098589322056,-68.95468311541252,-55.92074241773556,12.250988843295994,79.07219563700467,160.1716937638515,216.50189896243103,243.51261977894418,277.66317515748005,272.5895705909601,295.279259442026,322.5973263456812,341.8532563770542,365.1353837950215,521.69155385178,789.4482187504476,913.603879522393,989.4693672727274,1020.1354915587513,1046.4382901420715,1078.9653572074653
433,122,AUT,GGR,Austria,U.S. dollars,Billions,82.89177751560192,105.84082469389253,117.0990191831581,125.58939852799371,122.06347668618196,142.26261605828623,164.41696003907924,159.73977334365583,149.3388673085567,164.81162424668443,158.79115657156842,170.07995314439196,180.60316224718292,157.60357839363985,155.50235381758796,161.6694725226823,177.03196277266568,174.89944538766272,183.71894673049988,201.31815764503565,212.42595478562728,214.40579648583477,221.88434088467645,233.4139180108042,241.74131217650302
435,122,AUT,GGX,Austria,U.S. dollars,Billions,93.13738074845084,114.83580203827262,122.66545305923714,132.1120358594903,128.76497627546448,148.30438777299648,166.5522643330315,165.62912469622697,153.58859537271417,181.1335752799641,167.08971881639272,179.1989448457905,185.82020304611194,162.5624991503737,172.57382832598822,176.55005200614065,186.47560509598765,182.70977551405397,190.9272813117408,212.3962245915735,216.87276559488305,221.36250790641168,224.91008713037175,232.5763230782984,238.42788693671807
437,122,AUT,GGXCNL,Austria,U.S. dollars,Billions,-10.245603232848921,-8.994977344380088,-5.5651905359235485,-6.522637331496606,-6.7014995892825135,-6.040401076843981,-2.135304293952247,-5.890744622349363,-4.2510548603061205,-16.320559325313013,-8.298562244824307,-9.118991701398535,-5.217040798928998,-4.958920756733833,-17.071474508400257,-14.880579483458375,-9.442460834228594,-7.809210526315789,-7.209475862840224,-11.07806694653786,-4.44681080925576,-6.95671142057692,-3.025746245695315,0.837594932505779,3.3134252397849258
443,122,AUT,GGXWDN,Austria,U.S. dollars,Billions,0.0,0.0,0.0,0.0,103.35151362088537,128.0381362816838,137.1065357670495,139.75192510519227,131.33158997894537,155.814232242067,163.4244669248367,176.57056084097434,183.99171396324735,160.27555896697058,180.60440397306547,202.1001097441118,220.82267452940349,215.73909734012452,223.313429255356,240.07798910525517,247.7202008227769,251.85968145168718,255.92212758225875,242.12688778207732,235.8849104816607
478,912,AZE,GGR,Azerbaijan,U.S. dollars,Billions,2.6498591456374734,1.6930163705051071,2.257523563892146,3.350311666533578,5.4592131121305885,9.399282112760481,23.820167924857362,17.876325206449078,24.227961191569523,29.428281171998,28.113352970188515,29.235982262555428,29.43098518995492,17.218519749908054,12.958927099710385,14.162252267622055,18.191199183439046,19.950146545708307,14.458215333001988,16.39486045278305,17.630142731573045,17.344666876560147,17.293717135971864,17.308289470389383,17.50463585722715
480,912,AZE,GGX,Azerbaijan,U.S. dollars,Billions,1.4421072076529773,1.575940674408843,2.1028150058616646,2.9857095743831352,5.320124879974395,8.625731462219246,15.398908762488476,15.28257864726701,16.909980525138348,22.261900464651895,25.530514248136782,28.01744457048572,27.368113329040565,19.666287164398675,13.383399420769548,14.72636590463192,15.610607726114967,16.000705770007716,17.195270377733596,18.981355426443383,18.814858205243862,19.165251017608565,19.621389461800653,20.191827907850257,20.81050498544869
482,912,AZE,GGXCNL,Azerbaijan,U.S. dollars,Billions,1.2087798119742703,0.11707569609626417,0.15470855803048067,0.36354220234768025,0.13908823215619334,0.7735506505412364,8.421259162368885,2.593746559182069,7.317980666431178,7.166380707346107,2.5828387220517315,1.2185376920697122,2.0628718609143593,-2.447767414490621,-0.425098386429458,-0.5641136370098666,2.5811796933526443,3.949440775700592,-2.737643279213607,-2.5864949736603307,-1.1847154736708188,-1.8211723750196775,-2.327672325828792,-2.8841266745962186,-3.3064573611625048
488,912,AZE,GGXWDN,Azerbaijan,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,313,BHS,GGR,The Bahamas,U.S. dollars,Billions,0.857,0.902,0.944,1.105,1.28,1.336,1.429,1.316,1.291,1.432,1.426,1.353,1.449,1.698,1.928,2.06,2.042,2.426,2.087,1.571,2.013,2.395,2.685,2.869,3.015
525,313,BHS,GGX,The Bahamas,U.S. dollars,Billions,1.035,1.098,1.119,1.214,1.324,1.416,1.516,1.561,1.549,1.721,1.764,1.796,1.847,1.988,2.231,2.705,2.457,2.646,2.899,2.965,3.099,2.924,3.035,3.117,3.157
527,313,BHS,GGXCNL,The Bahamas,U.S. dollars,Billions,-0.178,-0.197,-0.175,-0.109,-0.044,-0.08,-0.087,-0.245,-0.258,-0.289,-0.338,-0.443,-0.397,-0.29,-0.303,-0.645,-0.415,-0.219,-0.812,-1.394,-1.086,-0.529,-0.35,-0.248,-0.141
533,313,BHS,GGXWDN,The Bahamas,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,419,BHR,GGR,Bahrain,U.S. dollars,Billions,1.4735447740504575,1.7554034582132567,2.784799757281553,2.609192038640906,2.7313358723771195,3.0480514075887393,3.4602266473569876,4.443988173913043,4.896321162598263,5.420288909426986,7.1752985642622376,4.598277973028198,5.840373426796241,7.558624582441113,8.101304455445545,7.917686159844053,8.33239030936573,5.654342872943452,5.656872293693128,6.438888234876958,8.228538981892722,9.167649432451938,6.037218871717553,8.441643414575578,8.162484756446991
570,419,BHR,GGX,Bahrain,U.S. dollars,Billions,1.8751788189631269,2.14106027857829,2.093254449838188,2.5426988674217186,3.0584578901983326,3.242211750305998,3.425650977552498,3.9785794782608694,4.462806578402979,5.074539371534196,6.079589517384536,5.880157662443809,8.329712920184802,9.02407220556745,9.944444306930693,10.806032538611484,9.48663780194943,11.332622286741323,11.276510825227488,11.414997234238706,12.688545404851382,12.630451742011676,12.244650081668551,11.869897466682675,11.819511977077365
572,419,BHR,GGXCNL,Bahrain,U.S. dollars,Billions,-0.40163404491266974,-0.3829971181556196,0.6915453074433657,0.06649317121918721,-0.327122017821213,-0.1968200734394125,0.03191600289645185,0.46540869565217385,0.4335145841952835,0.3457495378927911,1.0957090468777027,-1.281879689415611,-2.4893394933885613,-1.4654476231263383,-1.8431398514851485,-2.8910059979007343,-1.1542474925836983,-5.67827941379787,-5.616978977094448,-4.976108999361747,-4.462665937820294,-3.46280230955974,-6.207431209950999,-3.4282540521070954,-3.657027220630373
578,419,BHR,GGXWDN,Bahrain,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,513,BGD,GGR,Bangladesh,U.S. dollars,Billions,5.33184201227861,5.893165917302288,5.991534028779026,6.497747795528048,6.864498989295866,7.403801756638778,8.973205181633958,9.692992800735244,11.555377700651631,13.326569533722996,14.99323223945322,16.84628643874544,18.879877900443113,19.113386221287477,22.32883992511819,25.518791971920443,26.403904502108215,30.157259724450466,31.451233817808088,32.57521510367704,37.38376166702222,41.527990217391306,45.50669548335706,49.8830330055486,54.594529617306556
615,513,BGD,GGX,Bangladesh,U.S. dollars,Billions,6.858251101983129,7.30124157825314,7.7145222422687745,8.47915704610291,8.711981653905879,9.18144170789378,12.666493998555708,12.982564041686523,14.639500261429221,17.942483438502162,18.96113355142702,21.918592091402033,24.19924431967873,26.87033405748244,29.77110515770424,33.857566037306114,39.08706159888629,46.586422345400145,49.461862683624,53.876910970721035,59.01149337368977,62.87688966380182,69.25138473710813,75.63282272001054,82.84974955217726
617,513,BGD,GGXCNL,Bangladesh,U.S. dollars,Billions,-1.5264090897045186,-1.4080756609508516,-1.722988213489748,-1.9814092505748622,-1.8474826646100133,-1.777639951255002,-3.693288816921751,-3.289571240951279,-3.084122560777592,-4.615843692436033,-3.967951844003623,-5.072305652656594,-5.319366419235618,-7.756947836194965,-7.442265232586054,-8.338774065385675,-12.683157096778066,-16.429162620949675,-18.010628865815917,-21.301695867043996,-21.627731706667547,-21.348899446410513,-23.744584149689146,-25.749789714461926,-28.255317875278248
623,513,BGD,GGXWDN,Bangladesh,U.S. dollars,Billions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,316,BRB,GGR,Barbados,U.S. dollars,Billions,0.8658606148398518,0.931145038167939,0.9588607925678617,1.0811415106689357,1.1183673977474806,1.236,1.2985,1.162130108610458,1.1395,1.2751368760064412,1.2285,1.167,1.203371872671138,1.229,1.377,1.432,1.49714715423179,1.578,1.2703544840224488,1.3523538943502216,1.512,1.6108517257248045,1.687,1.758,1.8323519191919193
660,316,BRB,GGX,Barbados,U.S. dollars,Billions,1.0438319652341863,1.038661785324817,1.0703446073450429,1.2086582013352531,1.2783484291641967,1.4645,1.5205,1.4941672824991603,1.5275,1.4676575415995707,1.599,1.6465,1.555834344724795,1.661,1.6375,1.6465,1.5121486287230905,1.386,1.482330202725919,1.4823398509236254,1.5585,1.6008526461113668,1.6175,1.6765,1.7358597171717174
662,316,BRB,GGXCNL,Barbados,U.S. dollars,Billions,-0.17747143087075484,-0.1070166692631251,-0.11148381477718101,-0.12751669066631757,-0.1604809721398933,-0.2285,-0.2215,-0.33203717388870235,-0.388,-0.1925206655931294,-0.37,-0.4795,-0.35246247205365694,-0.432,-0.2605,-0.2145,-0.015501523641010517,0.1925,-0.2119757187034704,-0.12998595657340392,-0.0465,0.009999079613437644,0.069,0.0815,0.09649220202020203
668,316,BRB,GGXWDN,Barbados,U.S. dollars,Billions,2.0876639304683726,2.220845926156722,2.407650457250689,2.6608482785704934,3.1756234736218136,3.534,3.8135,4.362988467136939,4.7585,5.052042297369834,5.623,6.217,6.4698111359523045,6.9185,7.214,7.863,6.416630689078935,6.2785,6.5417506585729015,6.721773792805445,6.709,6.673385734008284,6.58,6.4575,6.309490101010101
703,913,BLR,GGR,Belarus,U.S. dollars,Billions,5.427089900110988,6.776572335361015,8.837019152640744,11.956067925089181,15.099209614446071,19.355977903851894,30.835002161436986,22.616140826236894,22.96251657183082,23.005260341741252,25.776179741426535,30.070526532377098,30.65055222824806,21.859360905349792,18.615670086046194,21.18065958694254,23.793929766187052,24.744495724846363,21.157535508754744,21.046148123367107,21.633270237945737,22.59924765567024,23.368780509789126,24.32193705052769,25.176478555304744
705,913,BLR,GGX,Belarus,U.S. dollars,Billions,6.605192748797633,8.018862734726262,10.531282646546721,14.054764120095125,18.041643606637386,23.018423409973128,37.687224863978535,26.295424378914774,25.35913063882208,24.726959804719282,25.539943062707714,30.812327722196542,30.578244753595857,23.528368312757202,19.406960410325546,21.364884234217193,22.710670380967954,24.240110946174628,23.11787853556998,23.36091872172306,23.362495201018998,23.386970518788367,24.08491432943445,24.88185377986856,25.758239185516196
707,913,BLR,GGXCNL,Belarus,U.S. dollars,Billions,-1.1781028486866445,-1.2422903993652472,-1.6896343586767268,-2.0940530618311537,-2.947097120546608,-3.66244550612123,-6.847542222553478,-3.6792835526778807,-2.3966140669912592,-1.7216994629780307,0.23623667871881962,-0.7418011898194397,0.07230747465220468,-1.6696339116894674,-0.79129032427935,-0.18422464727465293,1.0832593852190977,0.5043847786717335,-1.9603430268152322,-2.314770598355955,-1.7295990922301359,-0.7877228631181272,-0.7157827736553054,-0.5599167293408641,-0.5817606302114525
